,Unnamed: 0,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration
161,161,31,146533,0.01,0.02,4251009557,73,Yes,High School or below,Male,Yes,Single,108,1,2,46,Non-technology Related Job,359,VT,322,193,No,No,0.15,2215,1107
162,162,31,146533,0.01,0.02,4251009557,73,Yes,High School or below,Male,Yes,Single,108,1,2,46,Non-technology Related Job,359,VT,322,193,No,No,0.15,4283,856
163,163,47,144562,0.03,0.03,4251012749,74,Yes,High School or below,Male,No,Married,115,0,7,87,Non-technology Related Job,219,ID,326,53,No,No,0.36,2620,436
164,164,47,144562,0.03,0.03,4251012749,74,Yes,High School or below,Male,No,Married,115,0,7,87,Non-technology Related Job,219,ID,326,53,No,No,0.36,5222,746
165,165,78,5462,0.01,0.0,4251074783,75,Yes,High School or below,Female,Yes,Married,53,1,5,5,Non-technology Related Job,391,IN,22,68,No,No,0.82,6683,668
166,166,78,5462,0.01,0.0,4251074783,75,Yes,High School or below,Female,Yes,Married,53,1,5,5,Non-technology Related Job,391,IN,22,68,No,No,0.82,4678,668
167,167,26,3491,0.03,0.01,4251074932,76,Yes,Bachelor or equivalent,Female,Yes,Married,61,3,2,46,Non-technology Related Job,252,NJ,26,178,No,No,0.03,2770,395
168,168,26,3491,0.03,0.01,4251074932,76,Yes,Bachelor or equivalent,Female,Yes,Married,61,3,2,46,Non-technology Related Job,252,NJ,26,178,No,No,0.03,6140,877
169,169,56,114391,0.02,0.02,4251049339,77,Yes,Bachelor or equivalent,Male,Yes,Married,119,1,0,64,Non-technology Related Job,424,NY,223,193,No,Yes,0.48,4680,780
170,170,56,114391,0.02,0.02,4251049339,77,Yes,Bachelor or equivalent,Male,Yes,Married,119,1,0,64,Non-technology Related Job,424,NY,223,193,No,Yes,0.48,4061,676
171,171,56,114391,0.02,0.02,4251049339,77,Yes,Bachelor or equivalent,Male,Yes,Married,119,1,0,64,Non-technology Related Job,424,NY,223,193,No,Yes,0.48,421,421
172,172,72,112420,0.04,0.03,4251057900,78,Yes,Bachelor or equivalent,Female,Yes,Single,6,3,5,5,Non-technology Related Job,284,WI,226,53,No,No,0.7,1804,360
173,173,72,112420,0.04,0.03,4251057900,78,Yes,Bachelor or equivalent,Female,Yes,Single,6,3,5,5,Non-technology Related Job,284,WI,226,53,No,No,0.7,1783,891
174,174,34,223321,0.02,0.0,4251025197,79,Yes,Master or equivalent,Male,No,Single,64,0,3,23,Non-technology Related Job,457,AL,423,68,No,No,0.15,2090,696
175,175,34,223321,0.02,0.0,4251025197,79,Yes,Master or equivalent,Male,No,Single,64,0,3,23,Non-technology Related Job,457,AL,423,68,No,No,0.15,4787,797
176,176,50,221350,0.04,0.01,4251082859,80,Yes,High School or below,Male,No,Married,71,3,0,64,Non-technology Related Job,317,LA,426,178,No,No,0.36,1398,699
177,177,50,221350,0.04,0.01,4251082859,80,Yes,High School or below,Male,No,Married,71,3,0,64,Non-technology Related Job,317,LA,426,178,No,No,0.36,4135,689
178,178,13,82250,0.02,0.02,4251067462,81,Yes,High School or below,Female,Yes,Single,9,0,6,82,Non-technology Related Job,489,MD,123,193,No,No,0.82,6227,889
179,179,13,82250,0.02,0.02,4251067462,81,Yes,High School or below,Female,Yes,Single,9,0,6,82,Non-technology Related Job,489,MD,123,193,No,No,0.82,3661,610
180,180,13,82250,0.02,0.02,4251067462,81,Yes,High School or below,Female,Yes,Single,9,0,6,82,Non-technology Related Job,489,MD,123,193,No,No,0.82,811,811
181,181,28,80279,0.04,0.03,4251060710,82,Yes,High School or below,Male,Yes,Married,17,2,4,23,Non-technology Related Job,349,OK,127,53,No,No,0.03,2644,1322
182,182,28,80279,0.04,0.03,4251060710,82,Yes,High School or below,Male,Yes,Married,17,2,4,23,Non-technology Related Job,349,OK,127,53,No,No,0.03,3116,779
183,183,59,191179,0.02,0.0,4251062996,83,Yes,High School or below,Female,Yes,Married,75,0,1,41,Non-technology Related Job,22,PA,324,68,Yes,No,0.49,2084,694
184,184,59,191179,0.02,0.0,4251062996,83,Yes,High School or below,Female,Yes,Married,75,0,1,41,Non-technology Related Job,22,PA,324,68,Yes,No,0.49,4010,668
185,185,59,191179,0.02,0.0,4251062996,83,Yes,High School or below,Female,Yes,Married,75,0,1,41,Non-technology Related Job,22,PA,324,68,Yes,No,0.49,292,292
186,186,75,189208,0.04,0.01,4251020849,84,Yes,Bachelor or equivalent,Female,Yes,Single,82,2,7,81,Non-technology Related Job,382,CA,327,178,No,No,0.7,6657,739
187,187,75,189208,0.04,0.01,4251020849,84,Yes,Bachelor or equivalent,Female,Yes,Single,82,2,7,81,Non-technology Related Job,382,CA,327,178,No,No,0.7,2961,987
188,188,37,50109,0.03,0.02,4251014655,85,Yes,Bachelor or equivalent,Male,No,Single,20,3,4,0,Non-technology Related Job,54,CT,24,193,No,No,0.15,5239,873
189,189,37,50109,0.03,0.02,4251014655,85,Yes,Bachelor or equivalent,Male,No,Single,20,3,4,0,Non-technology Related Job,54,CT,24,193,No,No,0.15,5408,1081
190,190,53,48138,0.05,0.03,4251072634,86,Yes,Bachelor or equivalent,Male,Yes,Single,28,2,2,40,Non-technology Related Job,414,MS,27,53,No,Yes,0.36,5971,995
191,191,53,48138,0.05,0.03,4251072634,86,Yes,Bachelor or equivalent,Male,Yes,Single,28,2,2,40,Non-technology Related Job,414,MS,27,53,No,Yes,0.36,4931,986
192,192,15,159038,0.03,0.0,4251026372,87,Yes,Bachelor or equivalent,Female,Yes,Single,85,3,7,59,Others,87,MT,224,68,No,No,0.82,3502,583
193,193,15,159038,0.03,0.0,4251026372,87,Yes,Bachelor or equivalent,Female,Yes,Single,85,3,7,59,Others,87,MT,224,68,No,No,0.82,2904,726
194,194,31,157067,0.05,0.01,4251043171,88,Yes,PhD or equivalent,Male,Yes,Married,93,2,5,99,Non-technology Related Job,447,TX,228,178,No,No,0.03,4301,716
195,195,31,157067,0.05,0.01,4251043171,88,Yes,PhD or equivalent,Male,Yes,Married,93,2,5,99,Non-technology Related Job,447,TX,228,178,No,No,0.03,3067,613
196,196,62,17967,0.03,0.02,4251086105,89,Yes,High School or below,Female,Yes,Married,31,3,2,18,Others,119,UT,425,193,No,No,0.49,1933,483
197,197,62,17967,0.03,0.02,4251086105,89,Yes,High School or below,Female,Yes,Married,31,3,2,18,Others,119,UT,425,193,No,No,0.49,5156,572
198,198,62,17967,0.03,0.02,4251086105,89,Yes,High School or below,Female,Yes,Married,31,3,2,18,Others,119,UT,425,193,No,No,0.49,658,658
199,199,77,15996,0.05,0.03,4251026864,90,Yes,High School or below,Female,Yes,Single,38,1,0,58,Non-technology Related Job,479,HI,428,53,No,No,0.7,2210,736
200,200,77,15996,0.05,0.03,4251026864,90,Yes,High School or below,Female,Yes,Single,38,1,0,58,Non-technology Related Job,479,HI,428,53,No,No,0.7,3578,715
201,201,40,126897,0.03,0.0,4251051801,91,Yes,High School or below,Male,Yes,Married,96,3,5,77,Others,152,IL,125,68,No,No,0.15,6811,973
202,202,40,126897,0.03,0.0,4251051801,91,Yes,High School or below,Male,Yes,Married,96,3,5,77,Others,152,IL,125,68,No,No,0.15,1072,1072
203,203,56,124926,0.05,0.01,4251026937,92,Yes,High School or below,Male,Yes,Single,104,1,3,17,Non-technology Related Job,12,NJ,128,178,No,No,0.36,3741,748
204,204,56,124926,0.05,0.01,4251026937,92,Yes,High School or below,Male,Yes,Single,104,1,3,17,Non-technology Related Job,12,NJ,128,178,No,No,0.36,6840,855
205,205,18,235826,0.04,0.02,4251073888,93,Yes,Bachelor or equivalent,Female,No,Single,42,2,1,36,Others,184,NY,325,193,No,No,0.82,2865,573
206,206,18,235826,0.04,0.02,4251073888,93,Yes,Bachelor or equivalent,Female,No,Single,42,2,1,36,Others,184,NY,325,193,No,No,0.82,1515,505
207,207,34,233855,0.06,0.03,4251058173,94,Yes,Bachelor or equivalent,Male,No,Married,49,1,6,76,Non-technology Related Job,45,WI,329,53,No,No,0.03,5656,628
208,208,34,233855,0.06,0.03,4251058173,94,Yes,Bachelor or equivalent,Male,No,Married,49,1,6,76,Non-technology Related Job,45,WI,329,53,No,No,0.03,2150,537
209,209,64,94756,0.04,0.0,4251010073,95,Yes,Bachelor or equivalent,Female,Yes,Married,107,2,4,95,Others,217,WY,26,68,No,No,0.49,1073,1073
210,210,64,94756,0.04,0.0,4251010073,95,Yes,Bachelor or equivalent,Female,Yes,Married,107,2,4,95,Others,217,WY,26,68,No,No,0.49,6177,772
211,211,12,92785,0.06,0.01,4251077583,96,Yes,Master or equivalent,Female,Yes,Married,114,1,1,35,Non-technology Related Job,77,KY,29,178,No,No,0.7,5539,692
212,212,12,92785,0.06,0.01,4251077583,96,Yes,Master or equivalent,Female,Yes,Married,114,1,1,35,Non-technology Related Job,77,KY,29,178,No,No,0.7,2148,1074
213,213,43,203685,0.04,0.02,4251050340,97,Yes,PhD or equivalent,Male,Yes,Married,52,2,7,54,Others,250,ME,226,193,No,No,0.16,2494,831
214,214,43,203685,0.04,0.02,4251050340,97,Yes,PhD or equivalent,Male,Yes,Married,52,2,7,54,Others,250,ME,226,193,No,No,0.16,7100,887
215,215,59,201714,0.06,0.03,4251051083,98,Yes,High School or below,Male,Yes,Single,60,0,4,94,Non-technology Related Job,110,OK,229,53,No,No,0.37,7826,782
216,216,59,201714,0.06,0.03,4251051083,98,Yes,High School or below,Male,Yes,Single,60,0,4,94,Non-technology Related Job,110,OK,229,53,No,No,0.37,3235,808
217,217,21,62614,0.04,0.0,4251080552,99,Yes,High School or below,Female,No,Single,118,2,2,12,Others,282,PA,426,68,No,Yes,0.82,5299,883
218,218,21,62614,0.04,0.0,4251080552,99,Yes,High School or below,Female,No,Single,118,2,2,12,Others,282,PA,426,68,No,Yes,0.82,2900,414
219,219,37,60643,0.06,0.01,4251018301,100,Yes,High School or below,Male,Yes,Married,5,0,7,53,Non-technology Related Job,142,CA,429,178,No,No,0.03,5290,755
220,220,37,60643,0.06,0.01,4251018301,100,Yes,High School or below,Male,Yes,Married,5,0,7,53,Non-technology Related Job,142,CA,429,178,No,No,0.03,2539,634
221,221,67,171544,0.05,0.02,4251088742,101,Yes,High School or below,Female,Yes,Single,63,1,5,71,Others,315,CO,126,193,No,No,0.49,4380,730
222,222,67,171544,0.05,0.02,4251088742,101,Yes,High School or below,Female,Yes,Single,63,1,5,71,Others,315,CO,126,193,No,No,0.49,8609,956
223,223,15,169573,0.07,0.03,4251008183,102,Yes,Bachelor or equivalent,Female,Yes,Married,71,0,2,12,Non-technology Related Job,175,MN,130,53,No,No,0.7,5676,709
224,224,15,169573,0.07,0.03,4251008183,102,Yes,Bachelor or equivalent,Female,Yes,Married,71,0,2,12,Non-technology Related Job,175,MN,130,53,No,No,0.7,4131,688
225,225,45,30473,0.05,0.0,4251069005,103,Yes,Bachelor or equivalent,Male,Yes,Married,9,1,0,30,Others,347,MO,327,68,No,No,0.16,2721,907
226,226,45,30473,0.05,0.0,4251069005,103,Yes,Bachelor or equivalent,Male,Yes,Married,9,1,0,30,Others,347,MO,327,68,No,No,0.16,1898,474
227,227,61,28502,0.07,0.01,4251035719,104,Yes,Master or equivalent,Male,Yes,Single,16,3,5,71,Non-technology Related Job,207,TN,330,178,No,No,0.37,1699,849
228,228,61,28502,0.07,0.01,4251035719,104,Yes,Master or equivalent,Male,Yes,Single,16,3,5,71,Non-technology Related Job,207,TN,330,178,No,No,0.37,6760,845
229,229,24,139402,0.05,0.02,4251051604,105,Yes,Master or equivalent,Female,Yes,Single,74,1,3,89,Others,380,UT,27,193,No,No,0.82,6953,695
230,230,24,139402,0.05,0.02,4251051604,105,Yes,Master or equivalent,Female,Yes,Single,74,1,3,89,Others,380,UT,27,193,No,No,0.82,4106,684
231,231,40,137431,0.07,0.03,4251045446,106,Yes,High School or below,Male,Yes,Single,81,3,0,30,Non-technology Related Job,240,HI,30,53,No,No,0.03,1695,423
232,232,40,137431,0.07,0.03,4251045446,106,Yes,High School or below,Male,Yes,Single,81,3,0,30,Non-technology Related Job,240,HI,30,53,No,No,0.03,2593,648
233,233,70,248332,0.05,0.0,4251051081,107,Yes,High School or below,Female,Yes,Single,19,0,6,48,Others,412,ID,227,68,No,No,0.49,5547,616
234,234,70,248332,0.05,0.0,4251051081,107,Yes,High School or below,Female,Yes,Single,19,0,6,48,Others,412,ID,227,68,No,No,0.49,2467,616
235,235,18,246361,0.07,0.01,4251061764,108,Yes,High School or below,Female,No,Married,27,3,3,89,Non-technology Related Job,272,NH,231,178,Yes,Yes,0.7,5096,849
236,236,18,246361,0.07,0.01,4251061764,108,Yes,High School or below,Female,No,Married,27,3,3,89,Non-technology Related Job,272,NH,231,178,Yes,Yes,0.7,2294,458
237,237,48,107261,0.06,0.02,4251078847,109,Yes,High School or below,Male,Yes,Married,85,0,1,7,Others,445,NM,428,193,No,No,0.16,5347,594
238,238,48,107261,0.06,0.02,4251078847,109,Yes,High School or below,Male,Yes,Married,85,0,1,7,Others,445,NM,428,193,No,No,0.16,3930,786
239,239,64,105290,0.0,0.03,4251011750,110,Yes,Bachelor or equivalent,Female,Yes,Single,92,3,6,48,Non-technology Related Job,305,WV,431,53,No,No,0.37,2474,618
240,240,64,105290,0.0,0.03,4251011750,110,Yes,Bachelor or equivalent,Female,Yes,Single,92,3,6,48,Non-technology Related Job,305,WV,431,53,No,No,0.37,6166,880
241,241,27,216191,0.06,0.03,4251019052,111,No,Bachelor or equivalent,Female,Yes,Married,30,0,4,66,Others,477,WY,128,68,No,No,0.82,3788,631
242,242,27,216191,0.06,0.03,4251019052,111,No,Bachelor or equivalent,Female,Yes,Married,30,0,4,66,Others,477,WY,128,68,No,No,0.82,7689,961
243,243,42,214219,0.0,0.01,4251045293,112,Yes,Master or equivalent,Male,Yes,Single,38,2,2,6,Non-technology Related Job,338,KY,131,178,No,No,0.04,1041,1041
244,244,42,214219,0.0,0.01,4251045293,112,Yes,Master or equivalent,Male,Yes,Single,38,2,2,6,Non-technology Related Job,338,KY,131,178,No,No,0.04,1584,528
245,245,73,75120,0.06,0.01,4251090358,113,Yes,Master or equivalent,Female,No,Single,95,0,7,25,Others,10,LA,328,193,No,No,0.49,2458,614
246,246,73,75120,0.06,0.01,4251090358,113,Yes,Master or equivalent,Female,No,Single,95,0,7,25,Others,10,LA,328,193,No,No,0.49,2716,679
247,247,21,73149,0.0,0.03,4251027387,114,Yes,High School or below,Female,Yes,Married,103,2,5,65,Non-technology Related Job,370,OH,332,53,No,No,0.7,1230,615
248,248,21,73149,0.0,0.03,4251027387,114,Yes,High School or below,Female,Yes,Married,103,2,5,65,Non-technology Related Job,370,OH,332,53,No,No,0.7,7083,643
249,249,51,184049,0.06,0.03,4251023465,115,Yes,High School or below,Male,Yes,Married,41,3,2,84,Others,43,OR,29,68,No,No,0.16,3897,779
250,250,51,184049,0.06,0.03,4251023465,115,Yes,High School or below,Male,Yes,Married,41,3,2,84,Others,43,OR,29,68,No,No,0.16,2779,694
251,251,67,182078,0.01,0.01,4251015876,116,Yes,High School or below,Female,Yes,Married,48,2,0,24,Non-technology Related Job,403,AR,32,178,No,No,0.37,3439,687
252,252,67,182078,0.01,0.01,4251015876,116,Yes,High School or below,Female,Yes,Married,48,2,0,24,Non-technology Related Job,403,AR,32,178,No,No,0.37,4926,821
253,253,29,42979,0.07,0.01,4251091456,117,Yes,High School or below,Male,Yes,Married,106,3,5,43,Others,75,CO,229,193,No,No,0.83,2752,550
254,254,29,42979,0.07,0.01,4251091456,117,Yes,High School or below,Male,Yes,Married,106,3,5,43,Others,75,CO,229,193,No,No,0.83,6628,946
255,255,45,41008,0.01,0.03,4251094781,118,Yes,Bachelor or equivalent,Male,Yes,Single,114,2,3,83,Non-technology Related Job,435,MN,232,53,No,No,0.04,1157,1157
256,256,45,41008,0.01,0.03,4251094781,118,Yes,Bachelor or equivalent,Male,Yes,Single,114,2,3,83,Non-technology Related Job,435,MN,232,53,No,No,0.04,3257,542
257,257,76,151908,0.07,0.03,4251029646,119,Yes,Bachelor or equivalent,Female,Yes,Single,52,3,0,2,Others,108,MS,429,68,No,No,0.49,931,465
258,258,76,151908,0.07,0.03,4251029646,119,Yes,Bachelor or equivalent,Female,Yes,Single,52,3,0,2,Others,108,MS,429,68,No,No,0.49,3185,796
259,259,23,149937,0.01,0.01,4251030583,120,Yes,Bachelor or equivalent,Female,Yes,Married,59,1,6,42,Non-technology Related Job,468,SD,433,178,No,No,0.7,7281,1040
260,260,23,149937,0.01,0.01,4251030583,120,Yes,Bachelor or equivalent,Female,Yes,Married,59,1,6,42,Non-technology Related Job,468,SD,433,178,No,No,0.7,8495,943
261,261,54,10837,0.07,0.01,4251098000,121,Yes,Master or equivalent,Male,Yes,Single,117,3,3,61,Others,140,TX,130,193,No,Yes,0.16,7470,1067
262,262,54,10837,0.07,0.01,4251098000,121,Yes,Master or equivalent,Male,Yes,Single,117,3,3,61,Others,140,TX,130,193,No,Yes,0.16,4073,814
263,263,54,10837,0.07,0.01,4251098000,121,Yes,Master or equivalent,Male,Yes,Single,117,3,3,61,Others,140,TX,130,193,No,Yes,0.16,1373,1373
264,264,70,8866,0.01,0.03,4251052178,122,Yes,High School or below,Female,No,Married,5,1,1,1,Non-technology Related Job,0,GA,133,53,No,No,0.37,8189,1023
265,265,70,8866,0.01,0.03,4251052178,122,Yes,High School or below,Female,No,Married,5,1,1,1,Non-technology Related Job,0,GA,133,53,No,No,0.37,2764,921
266,266,32,119767,0.07,0.03,4251021487,123,Yes,High School or below,Male,Yes,Married,62,2,7,20,Others,173,ID,330,68,No,No,0.83,6706,745
267,267,32,119767,0.07,0.03,4251021487,123,Yes,High School or below,Male,Yes,Married,62,2,7,20,Others,173,ID,330,68,No,No,0.83,3970,661
268,268,48,117796,0.02,0.01,4251059121,124,Yes,High School or below,Male,Yes,Single,70,1,4,60,Non-technology Related Job,33,NH,333,178,No,No,0.04,5855,731
269,269,48,117796,0.02,0.01,4251059121,124,Yes,High School or below,Male,Yes,Single,70,1,4,60,Non-technology Related Job,33,NH,333,178,No,No,0.04,2628,876
270,270,78,228696,0.0,0.01,4251063031,125,Yes,High School or below,Female,Yes,Single,8,2,2,79,Others,205,NJ,30,193,No,No,0.49,2118,706
271,271,78,228696,0.0,0.01,4251063031,125,Yes,High School or below,Female,Yes,Single,8,2,2,79,Others,205,NJ,30,193,No,No,0.49,6830,683
272,272,26,226725,0.02,0.03,4251035491,126,Yes,High School or below,Female,Yes,Single,15,0,7,19,Non-technology Related Job,66,WA,33,53,No,No,0.71,2697,674
273,273,26,226725,0.02,0.03,4251035491,126,Yes,High School or below,Female,Yes,Single,15,0,7,19,Non-technology Related Job,66,WA,33,53,No,No,0.71,1637,818
274,274,26,226725,0.02,0.03,4251035491,126,Yes,High School or below,Female,Yes,Single,15,0,7,19,Non-technology Related Job,66,WA,33,53,No,No,0.71,1415,1415
275,275,57,87625,0.0,0.03,4251095066,127,Yes,Bachelor or equivalent,Male,No,Single,73,2,5,37,Others,238,WI,230,68,No,No,0.16,60,60
276,276,57,87625,0.0,0.03,4251095066,127,Yes,Bachelor or equivalent,Male,No,Single,73,2,5,37,Others,238,WI,230,68,No,No,0.16,1340,268
277,277,73,85654,0.02,0.01,4251051194,128,Yes,Bachelor or equivalent,Female,No,Married,81,0,2,78,Non-technology Related Job,98,KS,234,178,No,No,0.37,7678,767
278,278,73,85654,0.02,0.01,4251051194,128,Yes,Bachelor or equivalent,Female,No,Married,81,0,2,78,Non-technology Related Job,98,KS,234,178,No,No,0.37,5430,905
279,279,35,196555,0.0,0.01,4251050215,129,Yes,Bachelor or equivalent,Male,Yes,Married,19,1,0,96,Others,270,LA,431,193,No,No,0.83,2187,546
280,280,35,196555,0.0,0.01,4251050215,129,Yes,Bachelor or equivalent,Male,Yes,Married,19,1,0,96,Others,270,LA,431,193,No,No,0.83,1500,500
281,281,51,194584,0.02,0.03,4251089059,130,Yes,PhD or equivalent,Male,Yes,Single,26,0,5,37,Non-technology Related Job,131,OH,434,53,Yes,Yes,0.04,4983,830
282,282,51,194584,0.02,0.03,4251089059,130,Yes,PhD or equivalent,Male,Yes,Single,26,0,5,37,Non-technology Related Job,131,OH,434,53,Yes,Yes,0.04,3974,496
283,283,51,194584,0.02,0.03,4251089059,130,Yes,PhD or equivalent,Male,Yes,Single,26,0,5,37,Non-technology Related Job,131,OH,434,53,Yes,Yes,0.04,447,447
284,284,13,55484,0.0,0.03,4251044929,131,Yes,High School or below,Female,Yes,Single,84,1,3,55,Others,303,OK,131,68,No,No,0.5,5029,1005
285,285,13,55484,0.0,0.03,4251044929,131,Yes,High School or below,Female,Yes,Single,84,1,3,55,Others,303,OK,131,68,No,No,0.5,1134,378
286,286,29,53513,0.03,0.01,4251083354,132,Yes,High School or below,Female,Yes,Single,91,0,0,96,Non-technology Related Job,163,AZ,134,178,No,No,0.71,2953,590
287,287,29,53513,0.03,0.01,4251083354,132,Yes,High School or below,Female,Yes,Single,91,0,0,96,Non-technology Related Job,163,AZ,134,178,No,No,0.71,6771,752
288,288,59,164414,0.01,0.01,4251016810,133,Yes,High School or below,Male,Yes,Single,29,1,6,14,Others,336,CA,331,193,No,No,0.16,4503,750
289,289,59,164414,0.01,0.01,4251016810,133,Yes,High School or below,Male,Yes,Single,29,1,6,14,Others,336,CA,331,193,No,No,0.16,4281,713
290,290,75,162443,0.03,0.03,4251067333,134,Yes,High School or below,Female,Yes,Married,37,3,3,55,Non-technology Related Job,196,MI,335,52,No,No,0.37,2626,656
291,291,75,162443,0.03,0.03,4251067333,134,Yes,High School or below,Female,Yes,Married,37,3,3,55,Non-technology Related Job,196,MI,335,52,No,No,0.37,3254,542
292,292,75,162443,0.03,0.03,4251067333,134,Yes,High School or below,Female,Yes,Married,37,3,3,55,Non-technology Related Job,196,MI,335,52,No,No,0.37,876,876
293,293,38,23343,0.01,0.03,4251019191,135,Yes,High School or below,Male,Yes,Married,95,1,1,73,Others,368,MS,32,67,No,No,0.83,3715,743
294,294,38,23343,0.01,0.03,4251019191,135,Yes,High School or below,Male,Yes,Married,95,1,1,73,Others,368,MS,32,67,No,No,0.83,3841,768
295,295,54,21372,0.03,0.01,4251099689,136,Yes,Bachelor or equivalent,Male,No,Single,102,3,6,14,Non-technology Related Job,228,SD,35,177,No,No,0.04,6192,774
296,296,54,21372,0.03,0.01,4251099689,136,Yes,Bachelor or equivalent,Male,No,Single,102,3,6,14,Non-technology Related Job,228,SD,35,177,No,No,0.04,4194,838
297,297,16,132272,0.01,0.01,4251048496,137,Yes,Bachelor or equivalent,Female,Yes,Married,40,0,4,32,Others,401,TX,232,192,No,No,0.5,3820,764
